title,slug,videoUrl,description,brand,categories,specifications,shippingAndReturns,rating,isBestSeller,isNewArrival,isFeatured,isOnDeal,variant_name,variant_sku,variant_price,variant_salePrice,variant_stock,variant_inStock,variant_images,variant_weight,variant_height,variant_width,variant_depth,attribute1_name,attribute1_value,attribute2_name,attribute2_value,attribute3_name,attribute3_value
,,,,,,,,,,,,,Standard / Blue,PV_MZ94300001222PMGTIM_standard_blue,2510.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-681222-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-681222-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-681222-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-681222-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-681222-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/943-223-681222-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-681222-product-7.webp",,,,,Color,Blue,Size,Standard,,
,,,,,,,,,,,,,Standard / White,PV_MZ1518200778BGSE_standard_white,2060.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-682262-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-682262-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/products/1518-223-682262-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-682262-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-682262-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-682262-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-682262-product-6.webp",,,,,Color,White,Size,Standard,,
,,,,,,,,,,,,,Standard / Blue,PV_MZ1899200168AAOETR_standard_blue,1560.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-2-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-686704-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/products/1899-223-686704-product-2.webp",,,,,Color,Blue,Size,Standard,,
,,,,,,,,,,,,,Standard / Blue,PV_MZ94300001303PMGTIM_standard_blue,1510.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/products/943-223-686759-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-2-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686759-product-6.webp",,,,,Color,Blue,Size,Standard,,
,,,,,,,,,,,,,Standard / Blue,PV_MZ94300001241PMGTIM_standard_blue,1609.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-685905-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/943-223-685905-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-685905-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-685905-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-685905-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-685905-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-685905-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-685905-product-3.webp",,,,,Color,Blue,Size,Standard,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ1701201040ALHAGS_standard-size_white,2859.0,,120,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-681104-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-681104-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-681104-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-681104-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-681104-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-681104-product-6.webp",,,,,Size,Standard Size,Color,White,,
Easy To Use And Maintain Nebulizer,easy-to-use-and-maintain-nebulizer,,"Description Portable Mesh Nebulizer – Fine atomized particles for better respiratory absorption, quiet and portable design, dual power supply options, and effective atomization for respiratory treatment.  About This Item:  Fine Atomized Particles: Provides enhanced absorption for effective respiratory treatment. Dual Power Supply: Operates with batteries or USB for added convenience. Quiet and Por",,Health Accessories,Material: Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Easy To Use And Maintain | | Length: 5.5 mm | | Width: 2.4 Cm | | Height: 12 Inches | | Capacity: 0.5 Ml |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Small / Blue,PV_MZ2071200002MACC_small_blue,1809.0,,29,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2071-223-687082-product-1.webp,,12,2.4,,Size,Small,Color,Blue,,
Durable Tummy Twister,durable-tummy-twister,,"Transform your fitness routine with our durable Tummy Twister, designed for easy use and maintenance. This reliable plastic tool enhances your workout sessions, promoting flexibility and core strength. Perfect for home or gym use, elevate your exercise experience with convenience and efficiency. Get your 1 Pc Tummy Twister today and step up your fitness game!",,Health Accessories,"Material: Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Durable And Reliable Materials, Easy To Use And Maintain | | Length: 20 Inches |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1177200003CYCS_standard-size_black,1670.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1177-223-544578-product-1.jpg,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1177200002CYCS_standard-size_black,1609.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1177-223-544577-product-1.jpg,,,,,Size,Standard Size,Color,Black,,
"High Quality Portable Mesh NebulizerMachine for Kids &Adults | Silent Electric& Cell Operated Inhaler for Asthma, Cough &Cold Relief",high-quality-portable-mesh-nebulizermachine-for-kids-adults-silent-electric-cell-operated-inhaler-fo,,"Experience quick and effective relief from respiratory discomfort with this Mesh Portable Nebulizer, designed for easy use anywhere—at home or while traveling. This compact nebulizer efficiently converts medication into a fine mist for deep lung absorption, providing fast and reliable results for asthma, allergies, and other respiratory issues.  Unlike traditional nebulizers, this model operates e",,Health Accessories,"Material: ABS Plastic | | Number Of Pieces: 5 Pcs | | Product Feature: Affordable And Accessible Solutions, Breathable And Hypoallergenic Materials For Sensitive Skin, Clinically-Proven Effectiveness For Specific Health Concerns, Compact And Lightweight For Travel Or Storage, Easy To Use And Maintain | | Length: 7 Inches | | Width: 8 Inches | | Height: 2 Inches | | Portable & Compact Design: Lightweight and easy to carry, ideal for travel and home use. | | Advanced Mesh Technology: Converts liquid medication into fine mist for better lung absorption and faster relief. | | Dual Power Options: Operates with batteries or directly via USB—no recharging required. | | Silent Operation: Ultra-quiet performance ensures comfort during nighttime or when treating kids. | | Easy One-Button Control: Simple operation suitable for all age groups, including children and elderly users. | | Adjustable Mist Levels: Choose mist intensity according to your comfort and treatment needs. | | Complete Set: Comes with both adult and child masks, plus a mouthpiece for versatile use. | | Durable & Hygienic Design: Made with skin-safe, high-quality materials that are easy to clean and maintain. | | Budget-Friendly Solution: High performance at an affordable price for reliable respiratory care. |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ1787200053ZZJJTS_standard_standard,1959.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-10.webp,https://content.public.markaz.app/markazimagevideo/public/products/1787-223-682470-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-682470-product-8.webp",,2,8,,Color,Multicolor,Size,Standard,,
Hot,hot,,Number Of Pieces: 1 Pc,,Health Accessories,Material: Gel | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ1338200100EEWD_standard_standard,760.0,,1,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-666825-product-1.webp,,,,,Color,Multicolor,Size,Standard,,
Posture Corrector Belt,posture-corrector-belt,,Adjustable Settings To Accommodate Individual Preferences Closure Type Is Magnetic Lightweight Number Of Pieces: 1 Pc,,Health Accessories,Material: ABS | | Adjustable Settings To Accommodate Individual Preferences | | Closure Type Is Magnetic | | Lightweight | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ94320066PMGTIM_standard_black,1300.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/943-223-424559-product-1.jpg,,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1701200896ALHAGS_adjustable_black,1510.0,,99,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-673748-product-1.webp,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1701200895ALHAGS_adjustable_black,1510.0,,99,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-673747-product-1.webp,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ2060200129AASE_standard-size_black,1060.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2060-223-691073-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ2073200110BBNDMDNO_adjustable_black,1070.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2073-223-698224-product-1.webp,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1172200721SE_standard-size_black,1060.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1172-223-692863-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701201093ALHAGS_standard-size_black,1059.0,,98,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-682978-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Free Size / Multicolor,PV_MZ1172200558SE_standard_standard,1160.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1172-223-676501-product-1.webp,,,,,Size,Free Size,Color,Multicolor,,
,,,,,,,,,,,,,Standard / Black,PV_MZ94300001272PMGTIM_standard_black,1010.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686334-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686334-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/products/943-223-686334-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686334-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686334-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/943-223-686334-product-3.webp",,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701200908ALHAGS_standard-size_black,1200.0,,218,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-674141-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701201221ALHAGS_standard-size_black,1200.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-687514-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard / Black,PV_MZ1701201004ALHAGS_standard_black,1060.0,,63,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-679740-product-1.webp,,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Standard / Black,PV_MZ1518200824BGSE_standard_black,1109.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-687244-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-687244-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/products/1518-223-687244-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-687244-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-687244-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1518-223-687244-product-1-withcode.webp",,,,,Color,Black,Size,Standard,,
Hand Gripper,hand-gripper,,Number Of Pieces: 1 Pc Product Feature: Easy To Use And Maintain,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Easy To Use And Maintain |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ2060200139AASE_standard_black,1009.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2060-223-692362-product-2.webp,,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Free Size / Multicolor,PV_MZ1472200080NETSWS_standard_standard,799.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-623947-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-623947-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1472-223-623947-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-623947-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-623947-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-623947-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-623947-product-5.webp",,,,,Size,Free Size,Color,Multicolor,,
,,,,,,,,,,,,,Standard / Black,PV_MZ1338200013EEWD_standard_black,1150.0,,997,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-458976-product-1.jpg,,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701201030ALHAGS_standard-size_black,1060.0,,98,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/1701-223-680695-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-680695-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-680695-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-680695-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-680695-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-680695-product-4.webp",,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Free Size / Multicolor,PV_MZ1172200655SE_standard_standard,1060.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-680968-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-680968-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-680968-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/1172-223-680968-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-680968-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-680968-product-6.webp",,,,,Size,Free Size,Color,Multicolor,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1701200402ALHAGS_adjustable_black,1059.0,,97,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628800-product-2-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628800-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628800-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628800-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-628800-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628800-product-2.jpg",,,,,Size,Adjustable,Color,Black,,
